"Dataset","State","Year","Quarter","Setting","Drug","Characteristic","Level","Rate","Count"
"AHRQ","Alaska",2018,"Q4","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Alaska",2019,"Q1","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Alaska",2019,"Q2","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Alaska",2019,"Q3","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Alaska",2019,"Q4","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Alaska",2020,"Q1","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Alaska",2020,"Q2","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Alaska",2020,"Q3","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Alaska",2020,"Q4","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Alaska",2021,"Q1","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Alaska",2021,"Q2","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Alaska",2021,"Q3","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Alaska",2021,"Q4","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Alaska",2022,"Q1","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Alaska",2022,"Q2","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Alaska",2022,"Q3","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Alaska",2022,"Q4","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Alaska",2016,"Q1","IP","All Opioids","Age","1-24 Years",53.8569805074043,50
"AHRQ","Alaska",2016,"Q2","IP","All Opioids","Age","1-24 Years",60.4088668716421,50
"AHRQ","Alaska",2016,"Q3","IP","All Opioids","Age","1-24 Years",56.6327272562641,50
"AHRQ","Alaska",2016,"Q4","IP","All Opioids","Age","1-24 Years",56.7454431816115,50
"AHRQ","Alaska",2017,"Q1","IP","All Opioids","Age","1-24 Years",77.1040851887405,50
"AHRQ","Alaska",2017,"Q2","IP","All Opioids","Age","1-24 Years",74.9822459361551,50
"AHRQ","Alaska",2017,"Q3","IP","All Opioids","Age","1-24 Years",67.1318740247858,50
"AHRQ","Alaska",2017,"Q4","IP","All Opioids","Age","1-24 Years",54.4860587379343,50
"AHRQ","Alaska",2018,"Q1","IP","All Opioids","Age","1-24 Years",54.5164449180546,50
"AHRQ","Alaska",2018,"Q2","IP","All Opioids","Age","1-24 Years",68.188190025016,50
"AHRQ","Alaska",2018,"Q3","IP","All Opioids","Age","1-24 Years",49.2515223573083,50
"AHRQ","Alaska",2018,"Q4","IP","All Opioids","Age","1-24 Years",53.4975675078635,50
"AHRQ","Alaska",2019,"Q1","IP","All Opioids","Age","1-24 Years",48.2450850319624,50
"AHRQ","Alaska",2019,"Q2","IP","All Opioids","Age","1-24 Years",56.2859325372894,50
"AHRQ","Alaska",2019,"Q3","IP","All Opioids","Age","1-24 Years",NA,NA
"AHRQ","Alaska",2019,"Q4","IP","All Opioids","Age","1-24 Years",46.636915530897,50
"AHRQ","Alaska",2020,"Q1","IP","All Opioids","Age","1-24 Years",NA,NA
"AHRQ","Alaska",2020,"Q2","IP","All Opioids","Age","1-24 Years",NA,NA
"AHRQ","Alaska",2020,"Q3","IP","All Opioids","Age","1-24 Years",NA,NA
"AHRQ","Alaska",2020,"Q4","IP","All Opioids","Age","1-24 Years",42.6526678423492,50
"AHRQ","Alaska",2021,"Q1","IP","All Opioids","Age","1-24 Years",NA,NA
"AHRQ","Alaska",2021,"Q2","IP","All Opioids","Age","1-24 Years",NA,NA
"AHRQ","Alaska",2021,"Q3","IP","All Opioids","Age","1-24 Years",NA,NA
"AHRQ","Alaska",2021,"Q4","IP","All Opioids","Age","1-24 Years",NA,NA
"AHRQ","Alaska",2022,"Q1","IP","All Opioids","Age","1-24 Years",53.8661594269987,50
"AHRQ","Alaska",2022,"Q2","IP","All Opioids","Age","1-24 Years",48.8162069807176,50
"AHRQ","Alaska",2022,"Q3","IP","All Opioids","Age","1-24 Years",50.4995244628113,50
"AHRQ","Alaska",2022,"Q4","IP","All Opioids","Age","1-24 Years",45.4495720165302,50
"AHRQ","Alaska",2016,"Q1","IP","All Opioids","Age","25-44 Years",298.635699919603,150
"AHRQ","Alaska",2016,"Q2","IP","All Opioids","Age","25-44 Years",336.798616630655,150
"AHRQ","Alaska",2016,"Q3","IP","All Opioids","Age","25-44 Years",325.5586904635,150
"AHRQ","Alaska",2016,"Q4","IP","All Opioids","Age","25-44 Years",380.924867078172,200
"AHRQ","Alaska",2017,"Q1","IP","All Opioids","Age","25-44 Years",332.010042823616,150
"AHRQ","Alaska",2017,"Q2","IP","All Opioids","Age","25-44 Years",352.246992711443,200
"AHRQ","Alaska",2017,"Q3","IP","All Opioids","Age","25-44 Years",369.749599596017,200
"AHRQ","Alaska",2017,"Q4","IP","All Opioids","Age","25-44 Years",393.703217512044,200
"AHRQ","Alaska",2018,"Q1","IP","All Opioids","Age","25-44 Years",364.22395840915,200
"AHRQ","Alaska",2018,"Q2","IP","All Opioids","Age","25-44 Years",336.68762136722,200
"AHRQ","Alaska",2018,"Q3","IP","All Opioids","Age","25-44 Years",396.841106744754,200
"AHRQ","Alaska",2018,"Q4","IP","All Opioids","Age","25-44 Years",418.179476572071,200
"AHRQ","Alaska",2019,"Q1","IP","All Opioids","Age","25-44 Years",423.744845068291,200
"AHRQ","Alaska",2019,"Q2","IP","All Opioids","Age","25-44 Years",402.935946426545,200
"AHRQ","Alaska",2019,"Q3","IP","All Opioids","Age","25-44 Years",450.228897885059,250
"AHRQ","Alaska",2019,"Q4","IP","All Opioids","Age","25-44 Years",433.203435359994,250
"AHRQ","Alaska",2020,"Q1","IP","All Opioids","Age","25-44 Years",447.959363515574,250
"AHRQ","Alaska",2020,"Q2","IP","All Opioids","Age","25-44 Years",383.830097442701,200
"AHRQ","Alaska",2020,"Q3","IP","All Opioids","Age","25-44 Years",415.291842075321,200
"AHRQ","Alaska",2020,"Q4","IP","All Opioids","Age","25-44 Years",366.763309412209,200
"AHRQ","Alaska",2021,"Q1","IP","All Opioids","Age","25-44 Years",406.28009371272,200
"AHRQ","Alaska",2021,"Q2","IP","All Opioids","Age","25-44 Years",484.853130704331,250
"AHRQ","Alaska",2021,"Q3","IP","All Opioids","Age","25-44 Years",385.199522812531,200
"AHRQ","Alaska",2021,"Q4","IP","All Opioids","Age","25-44 Years",404.363678176339,200
"AHRQ","Alaska",2022,"Q1","IP","All Opioids","Age","25-44 Years",399.91471013291,200
"AHRQ","Alaska",2022,"Q2","IP","All Opioids","Age","25-44 Years",466.251273425099,250
"AHRQ","Alaska",2022,"Q3","IP","All Opioids","Age","25-44 Years",432.135326589116,250
"AHRQ","Alaska",2022,"Q4","IP","All Opioids","Age","25-44 Years",390.438058234026,200
"AHRQ","Alaska",2016,"Q1","IP","All Opioids","Age","45-64 Years",291.06268673039,150
"AHRQ","Alaska",2016,"Q2","IP","All Opioids","Age","45-64 Years",235.664394421376,100
"AHRQ","Alaska",2016,"Q3","IP","All Opioids","Age","45-64 Years",343.01600429995,150
"AHRQ","Alaska",2016,"Q4","IP","All Opioids","Age","45-64 Years",322.054829635722,150
"AHRQ","Alaska",2017,"Q1","IP","All Opioids","Age","45-64 Years",322.359157960876,150
"AHRQ","Alaska",2017,"Q2","IP","All Opioids","Age","45-64 Years",297.384549271137,150
"AHRQ","Alaska",2017,"Q3","IP","All Opioids","Age","45-64 Years",332.395334332383,150
"AHRQ","Alaska",2017,"Q4","IP","All Opioids","Age","45-64 Years",362.272198968846,150
"AHRQ","Alaska",2018,"Q1","IP","All Opioids","Age","45-64 Years",349.539027998114,150
"AHRQ","Alaska",2018,"Q2","IP","All Opioids","Age","45-64 Years",334.883784593202,150
"AHRQ","Alaska",2018,"Q3","IP","All Opioids","Age","45-64 Years",310.146452022187,150
"AHRQ","Alaska",2018,"Q4","IP","All Opioids","Age","45-64 Years",306.570931779627,150
"AHRQ","Alaska",2019,"Q1","IP","All Opioids","Age","45-64 Years",388.586933559227,200
"AHRQ","Alaska",2019,"Q2","IP","All Opioids","Age","45-64 Years",300.827275006267,150
"AHRQ","Alaska",2019,"Q3","IP","All Opioids","Age","45-64 Years",320.446445115372,150
"AHRQ","Alaska",2019,"Q4","IP","All Opioids","Age","45-64 Years",320.446445115372,150
"AHRQ","Alaska",2020,"Q1","IP","All Opioids","Age","45-64 Years",358.143880411087,150
"AHRQ","Alaska",2020,"Q2","IP","All Opioids","Age","45-64 Years",260.266049739734,100
"AHRQ","Alaska",2020,"Q3","IP","All Opioids","Age","45-64 Years",307.89020684574,150
"AHRQ","Alaska",2020,"Q4","IP","All Opioids","Age","45-64 Years",298.992222239254,150
"AHRQ","Alaska",2021,"Q1","IP","All Opioids","Age","45-64 Years",265.306589209341,100
"AHRQ","Alaska",2021,"Q2","IP","All Opioids","Age","45-64 Years",349.930242664044,150
"AHRQ","Alaska",2021,"Q3","IP","All Opioids","Age","45-64 Years",336.207488049768,150
"AHRQ","Alaska",2021,"Q4","IP","All Opioids","Age","45-64 Years",269.880840747433,100
"AHRQ","Alaska",2022,"Q1","IP","All Opioids","Age","45-64 Years",306.254029658285,150
"AHRQ","Alaska",2022,"Q2","IP","All Opioids","Age","45-64 Years",287.832734641245,150
"AHRQ","Alaska",2022,"Q3","IP","All Opioids","Age","45-64 Years",313.162015289675,150
"AHRQ","Alaska",2022,"Q4","IP","All Opioids","Age","45-64 Years",356.912590955144,150
"AHRQ","Alaska",2016,"Q1","IP","All Opioids","Age","65+ Years",441.357298526373,100
"AHRQ","Alaska",2016,"Q2","IP","All Opioids","Age","65+ Years",501.692047678569,100
"AHRQ","Alaska",2016,"Q3","IP","All Opioids","Age","65+ Years",533.355956944289,100
"AHRQ","Alaska",2016,"Q4","IP","All Opioids","Age","65+ Years",495.737326723223,100
"AHRQ","Alaska",2017,"Q1","IP","All Opioids","Age","65+ Years",375.138917382015,100
"AHRQ","Alaska",2017,"Q2","IP","All Opioids","Age","65+ Years",371.630972253623,50
"AHRQ","Alaska",2017,"Q3","IP","All Opioids","Age","65+ Years",466.189377978884,100
"AHRQ","Alaska",2017,"Q4","IP","All Opioids","Age","65+ Years",502.880463739326,100
"AHRQ","Alaska",2018,"Q1","IP","All Opioids","Age","65+ Years",389.551541226022,100
"AHRQ","Alaska",2018,"Q2","IP","All Opioids","Age","65+ Years",405.002977963073,100
"AHRQ","Alaska",2018,"Q3","IP","All Opioids","Age","65+ Years",448.402885802376,100
"AHRQ","Alaska",2018,"Q4","IP","All Opioids","Age","65+ Years",502.230869669323,100
"AHRQ","Alaska",2019,"Q1","IP","All Opioids","Age","65+ Years",395.528219590076,100
"AHRQ","Alaska",2019,"Q2","IP","All Opioids","Age","65+ Years",426.348600337355,100
"AHRQ","Alaska",2019,"Q3","IP","All Opioids","Age","65+ Years",388.593633921938,100
"AHRQ","Alaska",2019,"Q4","IP","All Opioids","Age","65+ Years",429.738842219555,100
"AHRQ","Alaska",2020,"Q1","IP","All Opioids","Age","65+ Years",393.722079804437,100
"AHRQ","Alaska",2020,"Q2","IP","All Opioids","Age","65+ Years",402.375312327611,100
"AHRQ","Alaska",2020,"Q3","IP","All Opioids","Age","65+ Years",341.80268466539,100
"AHRQ","Alaska",2020,"Q4","IP","All Opioids","Age","65+ Years",367.762382234914,100
"AHRQ","Alaska",2021,"Q1","IP","All Opioids","Age","65+ Years",400.747226599597,100
"AHRQ","Alaska",2021,"Q2","IP","All Opioids","Age","65+ Years",429.968378539151,100
"AHRQ","Alaska",2021,"Q3","IP","All Opioids","Age","65+ Years",392.398326045439,100
"AHRQ","Alaska",2021,"Q4","IP","All Opioids","Age","65+ Years",392.398326045439,100
"AHRQ","Alaska",2022,"Q1","IP","All Opioids","Age","65+ Years",350.953291665845,100
"AHRQ","Alaska",2022,"Q2","IP","All Opioids","Age","65+ Years",477.13874484907,100
"AHRQ","Alaska",2022,"Q3","IP","All Opioids","Age","65+ Years",425.875904493385,100
"AHRQ","Alaska",2022,"Q4","IP","All Opioids","Age","65+ Years",378.556359549676,100
"AHRQ","Alaska",2016,"Q1","IP","All Opioids","Sex","Males",191.140217516622,200
"AHRQ","Alaska",2016,"Q2","IP","All Opioids","Sex","Males",182.390092111866,200
"AHRQ","Alaska",2016,"Q3","IP","All Opioids","Sex","Males",215.704632289641,200
"AHRQ","Alaska",2016,"Q4","IP","All Opioids","Sex","Males",206.071098657605,200
"AHRQ","Alaska",2017,"Q1","IP","All Opioids","Sex","Males",187.358411149904,200
"AHRQ","Alaska",2017,"Q2","IP","All Opioids","Sex","Males",196.958035377264,200
"AHRQ","Alaska",2017,"Q3","IP","All Opioids","Sex","Males",211.273894075008,200
"AHRQ","Alaska",2017,"Q4","IP","All Opioids","Sex","Males",240.07276675709,250
"AHRQ","Alaska",2018,"Q1","IP","All Opioids","Sex","Males",207.623372665843,200
"AHRQ","Alaska",2018,"Q2","IP","All Opioids","Sex","Males",210.624189840279,200
"AHRQ","Alaska",2018,"Q3","IP","All Opioids","Sex","Males",207.926078458268,200
"AHRQ","Alaska",2018,"Q4","IP","All Opioids","Sex","Males",200.437155897082,200
"AHRQ","Alaska",2019,"Q1","IP","All Opioids","Sex","Males",227.392291635631,200
"AHRQ","Alaska",2019,"Q2","IP","All Opioids","Sex","Males",211.639665402851,200
"AHRQ","Alaska",2019,"Q3","IP","All Opioids","Sex","Males",209.574888179409,200
"AHRQ","Alaska",2019,"Q4","IP","All Opioids","Sex","Males",221.963551520063,200
"AHRQ","Alaska",2020,"Q1","IP","All Opioids","Sex","Males",240.889838488339,250
"AHRQ","Alaska",2020,"Q2","IP","All Opioids","Sex","Males",199.938653267488,200
"AHRQ","Alaska",2020,"Q3","IP","All Opioids","Sex","Males",212.408258604479,200
"AHRQ","Alaska",2020,"Q4","IP","All Opioids","Sex","Males",178.731009830206,150
"AHRQ","Alaska",2021,"Q1","IP","All Opioids","Sex","Males",209.656305887497,200
"AHRQ","Alaska",2021,"Q2","IP","All Opioids","Sex","Males",241.262784161994,250
"AHRQ","Alaska",2021,"Q3","IP","All Opioids","Sex","Males",203.335010232597,200
"AHRQ","Alaska",2021,"Q4","IP","All Opioids","Sex","Males",228.620192852195,200
"AHRQ","Alaska",2022,"Q1","IP","All Opioids","Sex","Males",228.238194824333,200
"AHRQ","Alaska",2022,"Q2","IP","All Opioids","Sex","Males",237.66087259231,250
"AHRQ","Alaska",2022,"Q3","IP","All Opioids","Sex","Males",243.942657770961,250
"AHRQ","Alaska",2022,"Q4","IP","All Opioids","Sex","Males",230.332123217216,200
"AHRQ","Alaska",2016,"Q1","IP","All Opioids","Sex","Females",261.833731818473,250
"AHRQ","Alaska",2016,"Q2","IP","All Opioids","Sex","Females",277.119602330922,250
"AHRQ","Alaska",2016,"Q3","IP","All Opioids","Sex","Females",297.181440271706,250
"AHRQ","Alaska",2016,"Q4","IP","All Opioids","Sex","Females",318.372279703715,300
"AHRQ","Alaska",2017,"Q1","IP","All Opioids","Sex","Females",305.551899012533,250
"AHRQ","Alaska",2017,"Q2","IP","All Opioids","Sex","Females",289.103515258197,250
"AHRQ","Alaska",2017,"Q3","IP","All Opioids","Sex","Females",316.945978118265,300
"AHRQ","Alaska",2017,"Q4","IP","All Opioids","Sex","Females",316.699935235206,300
"AHRQ","Alaska",2018,"Q1","IP","All Opioids","Sex","Females",305.531240993498,250
"AHRQ","Alaska",2018,"Q2","IP","All Opioids","Sex","Females",290.393260238955,250
"AHRQ","Alaska",2018,"Q3","IP","All Opioids","Sex","Females",311.054754833184,300
"AHRQ","Alaska",2018,"Q4","IP","All Opioids","Sex","Females",346.121847775153,300
"AHRQ","Alaska",2019,"Q1","IP","All Opioids","Sex","Females",341.400684944317,300
"AHRQ","Alaska",2019,"Q2","IP","All Opioids","Sex","Females",311.767146067669,300
"AHRQ","Alaska",2019,"Q3","IP","All Opioids","Sex","Females",329.532053199113,300
"AHRQ","Alaska",2019,"Q4","IP","All Opioids","Sex","Females",321.632312197764,300
"AHRQ","Alaska",2020,"Q1","IP","All Opioids","Sex","Females",325.852190375454,300
"AHRQ","Alaska",2020,"Q2","IP","All Opioids","Sex","Females",278.904449716419,250
"AHRQ","Alaska",2020,"Q3","IP","All Opioids","Sex","Females",291.839452605159,250
"AHRQ","Alaska",2020,"Q4","IP","All Opioids","Sex","Females",302.506939642547,250
"AHRQ","Alaska",2021,"Q1","IP","All Opioids","Sex","Females",277.918357193711,250
"AHRQ","Alaska",2021,"Q2","IP","All Opioids","Sex","Females",344.252779898383,300
"AHRQ","Alaska",2021,"Q3","IP","All Opioids","Sex","Females",308.798174659679,250
"AHRQ","Alaska",2021,"Q4","IP","All Opioids","Sex","Females",265.337690818687,250
"AHRQ","Alaska",2022,"Q1","IP","All Opioids","Sex","Females",280.75759082707,250
"AHRQ","Alaska",2022,"Q2","IP","All Opioids","Sex","Females",334.181100012788,300
"AHRQ","Alaska",2022,"Q3","IP","All Opioids","Sex","Females",305.764339807619,250
"AHRQ","Alaska",2022,"Q4","IP","All Opioids","Sex","Females",300.080987766585,250
"AHRQ","Arizona",2016,"Q1","ED Treat-and-Release","All Opioids","Total","All ED Visits",295.322358058079,5050
"AHRQ","Arizona",2016,"Q2","ED Treat-and-Release","All Opioids","Total","All ED Visits",326.313001359202,5600
"AHRQ","Arizona",2016,"Q3","ED Treat-and-Release","All Opioids","Total","All ED Visits",336.913043828814,5800
"AHRQ","Arizona",2016,"Q4","ED Treat-and-Release","All Opioids","Total","All ED Visits",286.049966967384,4900
"AHRQ","Arizona",2017,"Q1","ED Treat-and-Release","All Opioids","Total","All ED Visits",242.502816280236,4200
"AHRQ","Arizona",2017,"Q2","ED Treat-and-Release","All Opioids","Total","All ED Visits",265.712495320331,4650
"AHRQ","Arizona",2017,"Q3","ED Treat-and-Release","All Opioids","Total","All ED Visits",261.896618910514,4550
"AHRQ","Arizona",2017,"Q4","ED Treat-and-Release","All Opioids","Total","All ED Visits",224.054999750633,3900
"AHRQ","Arizona",2018,"Q1","ED Treat-and-Release","All Opioids","Total","All ED Visits",242.527588103737,4300
"AHRQ","Arizona",2018,"Q2","ED Treat-and-Release","All Opioids","Total","All ED Visits",268.098338249903,4750
"AHRQ","Arizona",2018,"Q3","ED Treat-and-Release","All Opioids","Total","All ED Visits",277.287244313117,4900
"AHRQ","Arizona",2018,"Q4","ED Treat-and-Release","All Opioids","Total","All ED Visits",246.551530359163,4350
"AHRQ","Arizona",2019,"Q1","ED Treat-and-Release","All Opioids","Total","All ED Visits",228.974349624607,4100
"AHRQ","Arizona",2019,"Q2","ED Treat-and-Release","All Opioids","Total","All ED Visits",247.233393394115,4450
"AHRQ","Arizona",2019,"Q3","ED Treat-and-Release","All Opioids","Total","All ED Visits",270.985658321985,4850
"AHRQ","Arizona",2019,"Q4","ED Treat-and-Release","All Opioids","Total","All ED Visits",235.76328329239,4200
"AHRQ","Arizona",2020,"Q1","ED Treat-and-Release","All Opioids","Total","All ED Visits",226.146016450259,4150
"AHRQ","Arizona",2020,"Q2","ED Treat-and-Release","All Opioids","Total","All ED Visits",206.253373079445,3800
"AHRQ","Arizona",2020,"Q3","ED Treat-and-Release","All Opioids","Total","All ED Visits",231.209892785927,4250
"AHRQ","Arizona",2020,"Q4","ED Treat-and-Release","All Opioids","Total","All ED Visits",198.706924394773,3650
"AHRQ","Arizona",2021,"Q1","ED Treat-and-Release","All Opioids","Total","All ED Visits",198.572361628939,3700
"AHRQ","Arizona",2021,"Q2","ED Treat-and-Release","All Opioids","Total","All ED Visits",244.387505927963,4550
"AHRQ","Arizona",2021,"Q3","ED Treat-and-Release","All Opioids","Total","All ED Visits",230.183021566696,4300
"AHRQ","Arizona",2021,"Q4","ED Treat-and-Release","All Opioids","Total","All ED Visits",188.854374588233,3500
"AHRQ","Arizona",2022,"Q1","ED Treat-and-Release","All Opioids","Total","All ED Visits",205.921178156472,3700
"AHRQ","Arizona",2022,"Q2","ED Treat-and-Release","All Opioids","Total","All ED Visits",238.805791497276,4300
"AHRQ","Arizona",2022,"Q3","ED Treat-and-Release","All Opioids","Total","All ED Visits",241.204124240893,4350
"AHRQ","Arizona",2022,"Q4","ED Treat-and-Release","All Opioids","Total","All ED Visits",206.23823212108,3700
"AHRQ","Arizona",2016,"Q1","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Arizona",2016,"Q2","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Arizona",2016,"Q3","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Arizona",2016,"Q4","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Arizona",2017,"Q1","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Arizona",2017,"Q2","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Arizona",2017,"Q3","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Arizona",2017,"Q4","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Arizona",2018,"Q1","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Arizona",2018,"Q2","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Arizona",2018,"Q3","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Arizona",2018,"Q4","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Arizona",2019,"Q1","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Arizona",2019,"Q2","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Arizona",2019,"Q3","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Arizona",2019,"Q4","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Arizona",2020,"Q1","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Arizona",2020,"Q2","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Arizona",2020,"Q3","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Arizona",2020,"Q4","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Arizona",2021,"Q1","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Arizona",2021,"Q2","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Arizona",2021,"Q3","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Arizona",2021,"Q4","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Arizona",2022,"Q1","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Arizona",2022,"Q2","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
