"Dataset","Disease","Region","Region Type","Season","Week Observed","Characteristic","Level","WVAL Category","National WVAL","State WVAL","Regional WVAL","Coverage"
"NWSS","Influenza A","Arizona","State","2023-24",2023-11-11,"Not Stratified","N/A","Minimal",1.76,1.25,2.97,"Limited Coverage"
"NWSS","Influenza A","Arizona","State","2023-24",2023-11-18,"Not Stratified","N/A","Minimal",1.94,1.34,3.86,"Limited Coverage"
"NWSS","Influenza A","Arizona","State","2023-24",2023-11-25,"Not Stratified","N/A","Minimal",2.05,1.48,4.54,"Limited Coverage"
"NWSS","Influenza A","Arizona","State","2023-24",2023-12-02,"Not Stratified","N/A","Minimal",3.89,1.45,6.51,"Limited Coverage"
"NWSS","Influenza A","Arizona","State","2023-24",2023-12-09,"Not Stratified","N/A","High",5.32,15.58,8.82,"Limited Coverage"
"NWSS","Influenza A","Arizona","State","2023-24",2023-12-16,"Not Stratified","N/A","No Data",7.15,NA,10.08,NA
"NWSS","Influenza A","Arizona","State","2023-24",2023-12-23,"Not Stratified","N/A","Moderate",10.08,10.26,16.17,"Limited Coverage"
"NWSS","Influenza A","Arizona","State","2023-24",2023-12-30,"Not Stratified","N/A","No Data",14.36,NA,16.59,NA
"NWSS","Influenza A","Arizona","State","2023-24",2024-01-06,"Not Stratified","N/A","Moderate",11.21,10.72,16.37,"Limited Coverage"
"NWSS","Influenza A","Arizona","State","2023-24",2024-01-13,"Not Stratified","N/A","Minimal",10.52,1.27,11.05,"Limited Coverage"
"NWSS","Influenza A","Arizona","State","2023-24",2024-01-20,"Not Stratified","N/A","Low",8.9,2.95,10.79,"Limited Coverage"
"NWSS","Influenza A","Arizona","State","2023-24",2024-01-27,"Not Stratified","N/A","High",8.38,15.54,9.5,"Limited Coverage"
"NWSS","Influenza A","Arizona","State","2023-24",2024-02-03,"Not Stratified","N/A","High",8.13,16.24,7.21,"Limited Coverage"
"NWSS","Influenza A","Arizona","State","2023-24",2024-02-10,"Not Stratified","N/A","Moderate",7.37,9.52,6.68,"Limited Coverage"
"NWSS","Influenza A","Arizona","State","2023-24",2024-02-17,"Not Stratified","N/A","Low",6.89,4.32,4.88,"Limited Coverage"
"NWSS","Influenza A","Arizona","State","2023-24",2024-02-24,"Not Stratified","N/A","Low",6.64,3.37,4.62,"Limited Coverage"
"NWSS","Influenza A","Arizona","State","2023-24",2024-03-02,"Not Stratified","N/A","Minimal",6.16,1.27,3.91,"Limited Coverage"
"NWSS","Influenza A","Arizona","State","2023-24",2024-03-09,"Not Stratified","N/A","Minimal",4.8,1.44,4.21,"Limited Coverage"
"NWSS","Influenza A","Arizona","State","2023-24",2024-03-16,"Not Stratified","N/A","Minimal",3.78,1.46,3.07,"Limited Coverage"
"NWSS","Influenza A","Arizona","State","2023-24",2024-03-23,"Not Stratified","N/A","Low",3.05,2.73,2.61,"Limited Coverage"
"NWSS","Influenza A","Arizona","State","2023-24",2024-03-30,"Not Stratified","N/A","Minimal",3.37,1.4,2.49,"Limited Coverage"
"NWSS","Influenza A","Arizona","State","2023-24",2024-04-06,"Not Stratified","N/A","Minimal",3.64,1.47,2.24,"Limited Coverage"
"NWSS","Influenza A","Arizona","State","2023-24",2024-04-13,"Not Stratified","N/A","Low",3.05,1.77,2.45,"Limited Coverage"
"NWSS","Influenza A","Arizona","State","2023-24",2024-04-20,"Not Stratified","N/A","Minimal",2.72,1.44,2.11,"Limited Coverage"
"NWSS","Influenza A","Arizona","State","2023-24",2024-04-27,"Not Stratified","N/A","Minimal",2.17,1.51,1.96,"Limited Coverage"
"NWSS","Influenza A","Arizona","State","2023-24",2024-05-04,"Not Stratified","N/A","Low",2.24,2.12,2.24,"Limited Coverage"
"NWSS","Influenza A","Arizona","State","2023-24",2024-05-11,"Not Stratified","N/A","Minimal",2.51,1.15,2.92,"Limited Coverage"
"NWSS","Influenza A","Arizona","State","2023-24",2024-05-18,"Not Stratified","N/A","Low",2.07,1.86,2.42,"Limited Coverage"
"NWSS","Influenza A","Arizona","State","2023-24",2024-05-25,"Not Stratified","N/A","Minimal",1.76,1.19,1.95,"Limited Coverage"
"NWSS","Influenza A","Arizona","State","2023-24",2024-06-01,"Not Stratified","N/A","Minimal",1.74,1.05,2.05,"Limited Coverage"
"NWSS","Influenza A","Arizona","State","2023-24",2024-06-08,"Not Stratified","N/A","Minimal",1.7,0.96,2.23,"Limited Coverage"
"NWSS","Influenza A","Arizona","State","2023-24",2024-06-15,"Not Stratified","N/A","Minimal",1.52,1.5,1.74,"Limited Coverage"
"NWSS","Influenza A","Arizona","State","2023-24",2024-06-22,"Not Stratified","N/A","Minimal",1.34,1.08,1.65,"Limited Coverage"
"NWSS","Influenza A","Arizona","State","2023-24",2024-06-29,"Not Stratified","N/A","Minimal",1.41,1.33,1.54,"Limited Coverage"
"NWSS","Influenza A","Arizona","State","2024-25",2024-07-06,"Not Stratified","N/A","Minimal",1.28,1.07,1.24,NA
"NWSS","Influenza A","Arizona","State","2024-25",2024-07-13,"Not Stratified","N/A","Minimal",1.33,1.07,1.28,NA
"NWSS","Influenza A","Arizona","State","2024-25",2024-07-20,"Not Stratified","N/A","Minimal",1.41,1.11,1.31,NA
"NWSS","Influenza A","Arizona","State","2024-25",2024-07-27,"Not Stratified","N/A","Minimal",1.36,1.07,1.31,NA
"NWSS","Influenza A","Arizona","State","2024-25",2024-08-03,"Not Stratified","N/A","Minimal",1.25,1.1,1.27,NA
"NWSS","Influenza A","Arizona","State","2024-25",2024-08-10,"Not Stratified","N/A","Minimal",1.35,1.12,1.32,NA
"NWSS","Influenza A","Arizona","State","2024-25",2024-08-17,"Not Stratified","N/A","Minimal",1.23,1.17,1.21,NA
"NWSS","Influenza A","Arizona","State","2024-25",2024-08-24,"Not Stratified","N/A","Minimal",1.25,1.14,1.15,NA
"NWSS","Influenza A","Arizona","State","2024-25",2024-08-31,"Not Stratified","N/A","Minimal",1.27,1.07,1.16,NA
"NWSS","Influenza A","Arizona","State","2024-25",2024-09-07,"Not Stratified","N/A","Minimal",1.22,1.07,1.19,NA
"NWSS","Influenza A","Arizona","State","2024-25",2024-09-14,"Not Stratified","N/A","Minimal",1.17,1.07,1.24,NA
"NWSS","Influenza A","Arizona","State","2024-25",2024-09-21,"Not Stratified","N/A","Minimal",1.16,1.07,1.21,NA
"NWSS","Influenza A","Arizona","State","2024-25",2024-09-28,"Not Stratified","N/A","Minimal",1.27,1.13,1.19,NA
"NWSS","Influenza A","Arizona","State","2024-25",2024-10-05,"Not Stratified","N/A","Minimal",1.28,1.13,1.09,NA
"NWSS","Influenza A","Arizona","State","2024-25",2024-10-12,"Not Stratified","N/A","Minimal",1.13,1.14,1.12,NA
"NWSS","Influenza A","Arizona","State","2024-25",2024-10-19,"Not Stratified","N/A","Minimal",1.18,1.21,1.18,NA
"NWSS","Influenza A","Arizona","State","2024-25",2024-10-26,"Not Stratified","N/A","Minimal",1.12,1.23,1.25,NA
"NWSS","Influenza A","Arizona","State","2024-25",2024-11-02,"Not Stratified","N/A","Minimal",1.18,1.08,1.58,NA
"NWSS","Influenza A","Arizona","State","2024-25",2024-11-09,"Not Stratified","N/A","Minimal",1.34,1.34,1.79,NA
"NWSS","Influenza A","Arizona","State","2024-25",2024-11-16,"Not Stratified","N/A","Low",1.52,1.87,2.79,NA
"NWSS","Influenza A","Arizona","State","2024-25",2024-11-23,"Not Stratified","N/A","Low",1.7,2.03,3.65,NA
"NWSS","Influenza A","Arizona","State","2024-25",2024-11-30,"Not Stratified","N/A","Low",1.74,3.14,4.12,NA
"NWSS","Influenza A","Arizona","State","2024-25",2024-12-07,"Not Stratified","N/A","Low",2.51,3.98,6.58,NA
"NWSS","Influenza A","Arizona","State","2024-25",2024-12-14,"Not Stratified","N/A","Low",4.35,4.19,9.68,NA
"NWSS","Influenza A","Arizona","State","2024-25",2024-12-21,"Not Stratified","N/A","Moderate",6.68,7.73,12.65,NA
"NWSS","Influenza A","Arizona","State","2024-25",2024-12-28,"Not Stratified","N/A","High",9.01,13.03,17.59,NA
"NWSS","Influenza A","Arizona","State","2024-25",2025-01-04,"Not Stratified","N/A","High",12.81,17.82,19.08,NA
"NWSS","Influenza A","Arizona","State","2024-25",2025-01-11,"Not Stratified","N/A","High",12.41,15,20.14,NA
"NWSS","Influenza A","Arizona","State","2024-25",2025-01-18,"Not Stratified","N/A","Moderate",14.09,8.88,16.58,NA
"NWSS","Influenza A","Arizona","State","2024-25",2025-01-25,"Not Stratified","N/A","Moderate",21.24,7.11,18.52,NA
"NWSS","Influenza A","Arizona","State","2024-25",2025-02-01,"Not Stratified","N/A","Moderate",22.57,7.61,19.91,NA
"NWSS","Influenza A","Arkansas","State","2022-23",2023-04-29,"Not Stratified","N/A","Minimal",1.41,1.17,1.34,"Limited Coverage"
"NWSS","Influenza A","Arkansas","State","2022-23",2023-05-06,"Not Stratified","N/A","Minimal",1.44,1.16,1.46,"Limited Coverage"
"NWSS","Influenza A","Arkansas","State","2022-23",2023-05-13,"Not Stratified","N/A","Minimal",1.44,1.47,1.48,"Limited Coverage"
"NWSS","Influenza A","Arkansas","State","2022-23",2023-05-20,"Not Stratified","N/A","Low",1.41,1.72,1.53,"Limited Coverage"
"NWSS","Influenza A","Arkansas","State","2022-23",2023-05-27,"Not Stratified","N/A","Low",1.36,1.64,1.43,"Limited Coverage"
"NWSS","Influenza A","Arkansas","State","2022-23",2023-06-03,"Not Stratified","N/A","Minimal",1.32,1.07,1.42,"Limited Coverage"
"NWSS","Influenza A","Arkansas","State","2022-23",2023-06-10,"Not Stratified","N/A","Low",1.28,1.67,1.48,"Limited Coverage"
"NWSS","Influenza A","Arkansas","State","2022-23",2023-06-17,"Not Stratified","N/A","Low",1.35,2.12,1.42,"Limited Coverage"
"NWSS","Influenza A","Arkansas","State","2022-23",2023-06-24,"Not Stratified","N/A","Minimal",1.35,1.19,1.38,"Limited Coverage"
"NWSS","Influenza A","Arkansas","State","2023-24",2023-07-01,"Not Stratified","N/A","Low",1.34,1.74,1.48,"Limited Coverage"
"NWSS","Influenza A","Arkansas","State","2023-24",2023-07-08,"Not Stratified","N/A","Minimal",1.32,1.24,1.31,"Limited Coverage"
"NWSS","Influenza A","Arkansas","State","2023-24",2023-07-15,"Not Stratified","N/A","Minimal",1.47,1.47,1.5,"Limited Coverage"
"NWSS","Influenza A","Arkansas","State","2023-24",2023-07-22,"Not Stratified","N/A","Minimal",1.39,1.09,1.5,"Limited Coverage"
"NWSS","Influenza A","Arkansas","State","2023-24",2023-07-29,"Not Stratified","N/A","Minimal",1.3,1.29,1.41,"Limited Coverage"
"NWSS","Influenza A","Arkansas","State","2023-24",2023-08-05,"Not Stratified","N/A","Minimal",1.31,1.42,1.42,"Limited Coverage"
"NWSS","Influenza A","Arkansas","State","2023-24",2023-08-12,"Not Stratified","N/A","Minimal",1.44,1.5,1.63,"Limited Coverage"
"NWSS","Influenza A","Arkansas","State","2023-24",2023-08-19,"Not Stratified","N/A","Minimal",1.47,1.43,1.64,"Limited Coverage"
"NWSS","Influenza A","Arkansas","State","2023-24",2023-08-26,"Not Stratified","N/A","Minimal",1.35,1.35,1.41,"Limited Coverage"
"NWSS","Influenza A","Arkansas","State","2023-24",2023-09-02,"Not Stratified","N/A","Minimal",1.35,1.23,1.49,"Limited Coverage"
"NWSS","Influenza A","Arkansas","State","2023-24",2023-09-09,"Not Stratified","N/A","Minimal",1.39,1.29,1.59,"Limited Coverage"
"NWSS","Influenza A","Arkansas","State","2023-24",2023-09-16,"Not Stratified","N/A","Minimal",1.5,1.14,1.72,"Limited Coverage"
"NWSS","Influenza A","Arkansas","State","2023-24",2023-09-23,"Not Stratified","N/A","Minimal",1.59,1.37,1.79,"Limited Coverage"
"NWSS","Influenza A","Arkansas","State","2023-24",2023-09-30,"Not Stratified","N/A","Minimal",1.59,1.35,1.96,"Limited Coverage"
"NWSS","Influenza A","Arkansas","State","2023-24",2023-10-07,"Not Stratified","N/A","Minimal",1.36,1.31,2.13,"Limited Coverage"
"NWSS","Influenza A","Arkansas","State","2023-24",2023-10-14,"Not Stratified","N/A","Minimal",1.39,1.32,1.73,"Limited Coverage"
"NWSS","Influenza A","Arkansas","State","2023-24",2023-10-21,"Not Stratified","N/A","Minimal",1.48,1.32,1.72,"Limited Coverage"
"NWSS","Influenza A","Arkansas","State","2023-24",2023-10-28,"Not Stratified","N/A","Low",1.48,1.87,1.69,"Limited Coverage"
"NWSS","Influenza A","Arkansas","State","2023-24",2023-11-04,"Not Stratified","N/A","Minimal",1.7,1.6,2.02,"Limited Coverage"
"NWSS","Influenza A","Arkansas","State","2023-24",2023-11-11,"Not Stratified","N/A","Minimal",1.76,1.21,2.04,"Limited Coverage"
"NWSS","Influenza A","Arkansas","State","2023-24",2023-11-18,"Not Stratified","N/A","Minimal",1.94,1.2,2.98,"Limited Coverage"
"NWSS","Influenza A","Arkansas","State","2023-24",2023-11-25,"Not Stratified","N/A","No Data",2.05,NA,3.3,NA
"NWSS","Influenza A","Arkansas","State","2023-24",2023-12-02,"Not Stratified","N/A","Minimal",3.89,1,5.52,"Limited Coverage"
"NWSS","Influenza A","Arkansas","State","2023-24",2023-12-09,"Not Stratified","N/A","Minimal",5.32,1.23,5.3,"Limited Coverage"
"NWSS","Influenza A","Arkansas","State","2023-24",2023-12-16,"Not Stratified","N/A","Low",7.15,1.79,8.41,"Limited Coverage"
"NWSS","Influenza A","Arkansas","State","2023-24",2023-12-23,"Not Stratified","N/A","Moderate",10.08,4.71,10.88,"Limited Coverage"
"NWSS","Influenza A","Arkansas","State","2023-24",2023-12-30,"Not Stratified","N/A","Moderate",14.36,5.19,17.62,"Limited Coverage"
"NWSS","Influenza A","Arkansas","State","2023-24",2024-01-06,"Not Stratified","N/A","High",11.21,14.65,13.78,"Limited Coverage"
"NWSS","Influenza A","Arkansas","State","2023-24",2024-01-13,"Not Stratified","N/A","Moderate",10.52,5.01,10.98,NA
"NWSS","Influenza A","Arkansas","State","2023-24",2024-01-20,"Not Stratified","N/A","Moderate",8.9,4.95,7.99,"Limited Coverage"
"NWSS","Influenza A","Arkansas","State","2023-24",2024-01-27,"Not Stratified","N/A","Low",8.38,1.78,8.09,NA
"NWSS","Influenza A","Arkansas","State","2023-24",2024-02-03,"Not Stratified","N/A","Moderate",8.13,5.73,7.79,NA
"NWSS","Influenza A","Arkansas","State","2023-24",2024-02-10,"Not Stratified","N/A","Moderate",7.37,5.09,5.92,NA
"NWSS","Influenza A","Arkansas","State","2023-24",2024-02-17,"Not Stratified","N/A","Moderate",6.89,7.87,6.81,NA
"NWSS","Influenza A","Arkansas","State","2023-24",2024-02-24,"Not Stratified","N/A","High",6.64,16.4,5.8,NA
"NWSS","Influenza A","Arkansas","State","2023-24",2024-03-02,"Not Stratified","N/A","High",6.16,14.86,5.24,NA
"NWSS","Influenza A","Arkansas","State","2023-24",2024-03-09,"Not Stratified","N/A","Moderate",4.8,6.2,4.03,NA
"NWSS","Influenza A","Arkansas","State","2023-24",2024-03-16,"Not Stratified","N/A","Moderate",3.78,5.23,3.21,NA
"NWSS","Influenza A","Arkansas","State","2023-24",2024-03-23,"Not Stratified","N/A","Low",3.05,3.16,2.72,NA
"NWSS","Influenza A","Arkansas","State","2023-24",2024-03-30,"Not Stratified","N/A","Low",3.37,1.95,3.45,NA
"NWSS","Influenza A","Arkansas","State","2023-24",2024-04-06,"Not Stratified","N/A","Moderate",3.64,4.81,2.9,NA
"NWSS","Influenza A","Arkansas","State","2023-24",2024-04-13,"Not Stratified","N/A","Low",3.05,2.74,2.67,NA
"NWSS","Influenza A","Arkansas","State","2023-24",2024-04-20,"Not Stratified","N/A","Low",2.72,2.63,2.06,NA
"NWSS","Influenza A","Arkansas","State","2023-24",2024-04-27,"Not Stratified","N/A","Low",2.17,2.4,1.84,NA
"NWSS","Influenza A","Arkansas","State","2023-24",2024-05-04,"Not Stratified","N/A","Minimal",2.24,1.3,1.73,NA
"NWSS","Influenza A","Arkansas","State","2023-24",2024-05-11,"Not Stratified","N/A","Minimal",2.51,1,1.62,NA
"NWSS","Influenza A","Arkansas","State","2023-24",2024-05-18,"Not Stratified","N/A","Minimal",2.07,1.41,1.59,NA
"NWSS","Influenza A","Arkansas","State","2023-24",2024-05-25,"Not Stratified","N/A","Minimal",1.76,1,1.51,NA
"NWSS","Influenza A","Arkansas","State","2023-24",2024-06-01,"Not Stratified","N/A","Minimal",1.74,1,1.47,NA
"NWSS","Influenza A","Arkansas","State","2023-24",2024-06-08,"Not Stratified","N/A","Minimal",1.7,1,1.33,NA
"NWSS","Influenza A","Arkansas","State","2023-24",2024-06-15,"Not Stratified","N/A","Minimal",1.52,1,1.24,NA
"NWSS","Influenza A","Arkansas","State","2023-24",2024-06-22,"Not Stratified","N/A","Minimal",1.34,1,1.26,NA
"NWSS","Influenza A","Arkansas","State","2023-24",2024-06-29,"Not Stratified","N/A","Minimal",1.41,1,1.21,NA
"NWSS","Influenza A","Arkansas","State","2024-25",2024-07-06,"Not Stratified","N/A","Minimal",1.28,1,1.26,NA
"NWSS","Influenza A","Arkansas","State","2024-25",2024-07-13,"Not Stratified","N/A","Minimal",1.33,1,1.19,NA
"NWSS","Influenza A","Arkansas","State","2024-25",2024-07-20,"Not Stratified","N/A","Minimal",1.41,1,1.2,NA
"NWSS","Influenza A","Arkansas","State","2024-25",2024-07-27,"Not Stratified","N/A","Minimal",1.36,1,1.41,NA
"NWSS","Influenza A","Arkansas","State","2024-25",2024-08-03,"Not Stratified","N/A","Minimal",1.25,1,1.22,NA
"NWSS","Influenza A","Arkansas","State","2024-25",2024-08-10,"Not Stratified","N/A","Minimal",1.35,1,1.28,NA
"NWSS","Influenza A","Arkansas","State","2024-25",2024-08-17,"Not Stratified","N/A","Minimal",1.23,1,1.26,NA
"NWSS","Influenza A","Arkansas","State","2024-25",2024-08-24,"Not Stratified","N/A","Minimal",1.25,1,1.24,NA
"NWSS","Influenza A","Arkansas","State","2024-25",2024-08-31,"Not Stratified","N/A","Minimal",1.27,1,1.25,NA
"NWSS","Influenza A","Arkansas","State","2024-25",2024-09-07,"Not Stratified","N/A","Minimal",1.22,1,1.36,NA
"NWSS","Influenza A","Arkansas","State","2024-25",2024-09-14,"Not Stratified","N/A","Minimal",1.17,1,1.19,NA
"NWSS","Influenza A","Arkansas","State","2024-25",2024-09-21,"Not Stratified","N/A","Minimal",1.16,1,1.28,NA
"NWSS","Influenza A","Arkansas","State","2024-25",2024-09-28,"Not Stratified","N/A","Minimal",1.27,1,1.37,NA
"NWSS","Influenza A","Arkansas","State","2024-25",2024-10-05,"Not Stratified","N/A","Minimal",1.28,1,1.44,NA
"NWSS","Influenza A","Arkansas","State","2024-25",2024-10-12,"Not Stratified","N/A","Minimal",1.13,1,1.23,NA
"NWSS","Influenza A","Arkansas","State","2024-25",2024-10-19,"Not Stratified","N/A","Minimal",1.18,1,1.24,NA
"NWSS","Influenza A","Arkansas","State","2024-25",2024-10-26,"Not Stratified","N/A","Minimal",1.12,1,1.27,NA
"NWSS","Influenza A","Arkansas","State","2024-25",2024-11-02,"Not Stratified","N/A","Minimal",1.18,1,1.28,NA
"NWSS","Influenza A","Arkansas","State","2024-25",2024-11-09,"Not Stratified","N/A","Minimal",1.34,1,1.63,NA
"NWSS","Influenza A","Arkansas","State","2024-25",2024-11-16,"Not Stratified","N/A","Minimal",1.52,1,1.57,NA
"NWSS","Influenza A","Arkansas","State","2024-25",2024-11-23,"Not Stratified","N/A","Minimal",1.7,1,1.46,NA
"NWSS","Influenza A","Arkansas","State","2024-25",2024-11-30,"Not Stratified","N/A","Minimal",1.74,1,1.51,NA
"NWSS","Influenza A","Arkansas","State","2024-25",2024-12-07,"Not Stratified","N/A","Low",2.51,2.71,2.38,NA
"NWSS","Influenza A","Arkansas","State","2024-25",2024-12-14,"Not Stratified","N/A","Low",4.35,3.59,4.68,NA
"NWSS","Influenza A","Arkansas","State","2024-25",2024-12-21,"Not Stratified","N/A","Low",6.68,2.26,6.9,NA
"NWSS","Influenza A","Arkansas","State","2024-25",2024-12-28,"Not Stratified","N/A","Moderate",9.01,6.74,9.98,NA
"NWSS","Influenza A","Arkansas","State","2024-25",2025-01-04,"Not Stratified","N/A","Moderate",12.81,4.52,12,NA
"NWSS","Influenza A","Arkansas","State","2024-25",2025-01-11,"Not Stratified","N/A","Moderate",12.41,5.21,12.92,NA
"NWSS","Influenza A","Arkansas","State","2024-25",2025-01-18,"Not Stratified","N/A","Moderate",14.09,5.14,13.82,NA
"NWSS","Influenza A","Arkansas","State","2024-25",2025-01-25,"Not Stratified","N/A","High",21.24,13.96,25.34,NA
"NWSS","Influenza A","Arkansas","State","2024-25",2025-02-01,"Not Stratified","N/A","Very High",22.57,26.72,24.07,NA
"NWSS","Influenza A","California","State","2021-22",2022-03-05,"Not Stratified","N/A","Low",7.23,1.84,7.23,NA
"NWSS","Influenza A","California","State","2021-22",2022-03-12,"Not Stratified","N/A","Low",2.57,1.75,2.42,NA
"NWSS","Influenza A","California","State","2021-22",2022-03-19,"Not Stratified","N/A","Low",3.71,1.79,3.46,NA
"NWSS","Influenza A","California","State","2021-22",2022-03-26,"Not Stratified","N/A","Low",3.04,3.08,2.88,NA
"NWSS","Influenza A","California","State","2021-22",2022-04-02,"Not Stratified","N/A","Low",2.23,3.89,2.08,NA
"NWSS","Influenza A","California","State","2021-22",2022-04-09,"Not Stratified","N/A","Low",2.66,2.61,2.53,NA
"NWSS","Influenza A","California","State","2021-22",2022-04-16,"Not Stratified","N/A","Low",2.7,2.48,2.48,NA
"NWSS","Influenza A","California","State","2021-22",2022-04-23,"Not Stratified","N/A","Low",3.49,3.21,3.8,NA
"NWSS","Influenza A","California","State","2021-22",2022-04-30,"Not Stratified","N/A","Low",3.44,3.98,3.31,NA
"NWSS","Influenza A","California","State","2021-22",2022-05-07,"Not Stratified","N/A","Low",3.19,3.36,3.16,NA
"NWSS","Influenza A","California","State","2021-22",2022-05-14,"Not Stratified","N/A","Low",2.88,3.31,2.83,NA
"NWSS","Influenza A","California","State","2021-22",2022-05-21,"Not Stratified","N/A","Low",3.88,4.01,4.01,NA
"NWSS","Influenza A","California","State","2021-22",2022-05-28,"Not Stratified","N/A","Low",3.21,3.4,2.94,NA
"NWSS","Influenza A","California","State","2021-22",2022-06-04,"Not Stratified","N/A","Moderate",2.48,5.24,2.53,NA
"NWSS","Influenza A","California","State","2021-22",2022-06-11,"Not Stratified","N/A","Low",2.42,4.39,2.44,NA
"NWSS","Influenza A","California","State","2021-22",2022-06-18,"Not Stratified","N/A","Low",2.66,2.94,2.89,NA
"NWSS","Influenza A","California","State","2021-22",2022-06-25,"Not Stratified","N/A","Low",2.2,2.39,2.25,NA
